sentence,label
[CLS] user_22 [SEP] movie_122 movie_19 movie_18 movie_121 [SEP] 1.0 3.0 5.0 [MASK],4.0
[CLS] user_55 [SEP] movie_59 movie_5 movie_2 movie_78 [SEP] 3.0 4.5 3.0 [MASK],3.0
[CLS] user_66 [SEP] movie_34 movie_59 movie_117 movie_20 [SEP] 2.0 5.0 4.0 [MASK],3.0
[CLS] user_74 [SEP] movie_48 movie_85 movie_11 movie_11 [SEP] 5.0 3.0 4.0 [MASK],4.0
[CLS] user_26 [SEP] movie_15 movie_14 movie_8 movie_40 [SEP] 4.0 5.0 4.0 [MASK],4.0
[CLS] user_49 [SEP] movie_39 movie_55 movie_6 movie_25 [SEP] 4.0 5.0 4.0 [MASK],1.0
[CLS] user_36 [SEP] movie_30 movie_29 movie_58 movie_30 [SEP] 5.0 4.0 4.0 [MASK],5.0
[CLS] user_17 [SEP] movie_87 movie_4 movie_88 movie_88 [SEP] 5.0 5.0 4.0 [MASK],4.0
[CLS] user_34 [SEP] movie_34 movie_11 movie_36 movie_3 [SEP] 4.0 0.5 4.0 [MASK],3.0
[CLS] user_12 [SEP] movie_48 movie_29 movie_1 movie_46 [SEP] 3.5 4.0 4.0 [MASK],0.5
[CLS] user_10 [SEP] movie_27 movie_23 movie_73 movie_6 [SEP] 4.0 5.0 4.0 [MASK],4.0
[CLS] user_12 [SEP] movie_29 movie_22 movie_47 movie_22 [SEP] 4.0 3.0 3.5 [MASK],3.0
[CLS] user_31 [SEP] movie_46 movie_15 movie_23 movie_48 [SEP] 5.0 5.0 5.0 [MASK],2.0
[CLS] user_17 [SEP] movie_46 movie_4 movie_6 movie_115 [SEP] 4.0 5.0 5.0 [MASK],3.0
[CLS] user_16 [SEP] movie_11 movie_38 movie_75 movie_61 [SEP] 4.0 5.0 3.0 [MASK],4.0
[CLS] user_2 [SEP] movie_45 movie_53 movie_58 movie_15 [SEP] 4.0 3.0 3.0 [MASK],5.0
[CLS] user_30 [SEP] movie_44 movie_101 movie_55 movie_101 [SEP] 3.0 2.0 2.5 [MASK],2.0
[CLS] user_55 [SEP] movie_50 movie_73 movie_40 movie_71 [SEP] 4.5 4.5 2.0 [MASK],3.0
[CLS] user_1 [SEP] movie_2 movie_23 movie_31 movie_6 [SEP] 2.5 5.0 3.0 [MASK],3.0
[CLS] user_48 [SEP] movie_18 movie_117 movie_15 movie_1 [SEP] 3.0 2.5 4.5 [MASK],1.5
[CLS] user_6 [SEP] movie_42 movie_12 movie_11 movie_93 [SEP] 2.0 5.0 2.5 [MASK],0.5
[CLS] user_43 [SEP] movie_44 movie_73 movie_43 movie_6 [SEP] 2.0 4.0 5.0 [MASK],3.0
[CLS] user_52 [SEP] movie_10 movie_14 movie_114 movie_75 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_16 [SEP] movie_61 movie_19 movie_11 movie_38 [SEP] 4.0 4.0 4.0 [MASK],5.0
[CLS] user_34 [SEP] movie_36 movie_24 movie_20 movie_13 [SEP] 4.0 4.0 1.5 [MASK],2.0
[CLS] user_21 [SEP] movie_25 movie_30 movie_51 movie_67 [SEP] 3.0 5.0 5.0 [MASK],5.0
[CLS] user_24 [SEP] movie_30 movie_117 movie_51 movie_13 [SEP] 4.0 3.0 3.0 [MASK],4.0
[CLS] user_55 [SEP] movie_73 movie_37 movie_42 movie_20 [SEP] 4.5 3.0 1.5 [MASK],3.0
[CLS] user_18 [SEP] movie_32 movie_39 movie_68 movie_11 [SEP] 4.5 3.5 3.0 [MASK],3.0
[CLS] user_49 [SEP] movie_55 movie_39 movie_6 movie_87 [SEP] 5.0 4.0 4.0 [MASK],5.0
[CLS] user_20 [SEP] movie_73 movie_76 movie_19 movie_6 [SEP] 4.0 3.0 3.0 [MASK],5.0
[CLS] user_57 [SEP] movie_15 movie_20 movie_22 movie_129 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_18 [SEP] movie_68 movie_59 movie_95 movie_63 [SEP] 3.0 4.0 2.5 [MASK],3.0
[CLS] user_64 [SEP] movie_40 movie_20 movie_15 movie_13 [SEP] 4.5 4.0 5.0 [MASK],4.0
[CLS] user_56 [SEP] movie_59 movie_22 movie_15 movie_57 [SEP] 4.0 3.0 5.0 [MASK],3.0
[CLS] user_3 [SEP] movie_32 movie_30 movie_56 movie_42 [SEP] 4.5 5.0 3.5 [MASK],3.0
[CLS] user_70 [SEP] movie_32 movie_18 movie_116 movie_18 [SEP] 5.0 3.0 4.0 [MASK],3.0
[CLS] user_1 [SEP] movie_20 movie_31 movie_22 movie_11 [SEP] 2.0 3.0 2.5 [MASK],2.0
[CLS] user_62 [SEP] movie_39 movie_155 movie_59 movie_9 [SEP] 3.5 2.5 4.0 [MASK],5.0
[CLS] user_58 [SEP] movie_47 movie_109 movie_152 movie_115 [SEP] 3.0 3.0 5.0 [MASK],5.0
[CLS] user_37 [SEP] movie_38 movie_32 movie_73 movie_14 [SEP] 2.0 4.0 4.0 [MASK],1.0
[CLS] user_13 [SEP] movie_73 movie_59 movie_94 movie_73 [SEP] 5.0 4.0 3.0 [MASK],5.0
[CLS] user_26 [SEP] movie_8 movie_37 movie_40 movie_79 [SEP] 4.0 3.0 4.0 [MASK],3.0
[CLS] user_31 [SEP] movie_9 movie_137 movie_22 movie_30 [SEP] 3.0 3.0 5.0 [MASK],3.0
[CLS] user_45 [SEP] movie_86 movie_30 movie_68 movie_33 [SEP] 3.0 4.0 3.5 [MASK],3.0
[CLS] user_12 [SEP] movie_48 movie_47 movie_17 movie_40 [SEP] 3.5 3.5 3.5 [MASK],4.5
[CLS] user_23 [SEP] movie_65 movie_33 movie_22 movie_1 [SEP] 5.0 4.0 5.0 [MASK],5.0
[CLS] user_10 [SEP] movie_31 movie_21 movie_50 movie_43 [SEP] 5.0 5.0 4.0 [MASK],4.0
[CLS] user_9 [SEP] movie_13 movie_63 movie_4 movie_1 [SEP] 4.0 4.0 3.0 [MASK],4.0
[CLS] user_77 [SEP] movie_112 movie_87 movie_117 movie_112 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_2 [SEP] movie_18 movie_14 movie_43 movie_49 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_60 [SEP] movie_20 movie_80 movie_34 movie_86 [SEP] 4.0 4.0 5.0 [MASK],4.0
[CLS] user_2 [SEP] movie_18 movie_14 movie_52 movie_44 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_22 [SEP] movie_122 movie_1 movie_38 movie_122 [SEP] 1.0 4.0 3.0 [MASK],1.0
[CLS] user_55 [SEP] movie_73 movie_119 movie_9 movie_119 [SEP] 4.5 3.0 3.0 [MASK],3.0
[CLS] user_35 [SEP] movie_117 movie_3 movie_11 movie_20 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_7 [SEP] movie_104 movie_1 movie_76 movie_101 [SEP] 4.0 1.0 3.0 [MASK],4.0
[CLS] user_37 [SEP] movie_32 movie_5 movie_23 movie_23 [SEP] 4.0 4.0 5.0 [MASK],5.0
[CLS] user_65 [SEP] movie_129 movie_7 movie_101 movie_117 [SEP] 2.0 5.0 3.0 [MASK],3.0
[CLS] user_26 [SEP] movie_40 movie_14 movie_9 movie_28 [SEP] 4.0 5.0 5.0 [MASK],3.0
[CLS] user_75 [SEP] movie_38 movie_90 movie_60 movie_46 [SEP] 4.0 2.0 4.5 [MASK],4.0
[CLS] user_1 [SEP] movie_6 movie_20 movie_30 movie_1 [SEP] 3.0 2.0 5.0 [MASK],2.5
[CLS] user_67 [SEP] movie_35 movie_33 movie_20 movie_35 [SEP] 2.5 2.5 1.5 [MASK],2.5
[CLS] user_32 [SEP] movie_30 movie_55 movie_24 movie_15 [SEP] 5.0 5.0 3.0 [MASK],3.0
[CLS] user_46 [SEP] movie_109 movie_40 movie_38 movie_109 [SEP] 2.0 4.0 3.0 [MASK],2.0
[CLS] user_4 [SEP] movie_72 movie_17 movie_73 movie_32 [SEP] 3.0 3.0 4.0 [MASK],4.0
[CLS] user_58 [SEP] movie_115 movie_58 movie_20 movie_47 [SEP] 5.0 3.0 5.0 [MASK],3.0
[CLS] user_22 [SEP] movie_111 movie_1 movie_19 movie_18 [SEP] 2.0 4.0 3.0 [MASK],5.0
[CLS] user_22 [SEP] movie_57 movie_38 movie_121 movie_57 [SEP] 3.0 3.0 4.0 [MASK],3.0
[CLS] user_70 [SEP] movie_164 movie_18 movie_8 movie_46 [SEP] 3.0 3.0 3.0 [MASK],2.0
[CLS] user_44 [SEP] movie_17 movie_50 movie_15 movie_73 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_42 [SEP] movie_121 movie_22 movie_13 movie_44 [SEP] 3.0 4.0 4.0 [MASK],3.0
[CLS] user_44 [SEP] movie_50 movie_23 movie_73 movie_4 [SEP] 3.0 4.0 3.0 [MASK],5.0
[CLS] user_3 [SEP] movie_43 movie_64 movie_30 movie_30 [SEP] 3.5 4.0 5.0 [MASK],5.0
[CLS] user_66 [SEP] movie_59 movie_117 movie_34 movie_29 [SEP] 5.0 4.0 2.0 [MASK],4.0
[CLS] user_28 [SEP] movie_25 movie_59 movie_79 movie_31 [SEP] 3.0 3.0 4.0 [MASK],4.0
[CLS] user_51 [SEP] movie_100 movie_23 movie_144 movie_107 [SEP] 4.0 3.0 3.0 [MASK],2.0
[CLS] user_42 [SEP] movie_17 movie_12 movie_121 movie_121 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_7 [SEP] movie_46 movie_15 movie_20 movie_45 [SEP] 3.0 5.0 3.0 [MASK],4.0
[CLS] user_8 [SEP] movie_6 movie_14 movie_63 movie_20 [SEP] 4.0 3.0 4.0 [MASK],3.5
[CLS] user_10 [SEP] movie_105 movie_31 movie_32 movie_37 [SEP] 4.0 5.0 5.0 [MASK],3.0
[CLS] user_51 [SEP] movie_143 movie_23 movie_5 movie_23 [SEP] 1.0 3.0 4.0 [MASK],3.0
[CLS] user_25 [SEP] movie_56 movie_40 movie_55 movie_55 [SEP] 1.5 2.5 5.0 [MASK],5.0
[CLS] user_13 [SEP] movie_19 movie_37 movie_94 movie_30 [SEP] 2.0 3.0 3.0 [MASK],5.0
[CLS] user_26 [SEP] movie_14 movie_9 movie_28 movie_109 [SEP] 5.0 5.0 3.0 [MASK],2.0
[CLS] user_29 [SEP] movie_32 movie_6 movie_11 movie_111 [SEP] 5.0 4.0 3.0 [MASK],3.0
[CLS] user_60 [SEP] movie_34 movie_86 movie_52 movie_80 [SEP] 5.0 4.0 2.0 [MASK],4.0
[CLS] user_1 [SEP] movie_6 movie_29 movie_12 movie_5 [SEP] 3.0 3.5 4.5 [MASK],4.0
[CLS] user_30 [SEP] movie_130 movie_129 movie_24 movie_57 [SEP] 3.0 4.5 4.0 [MASK],2.0
[CLS] user_65 [SEP] movie_117 movie_119 movie_85 movie_10 [SEP] 3.0 4.0 3.0 [MASK],4.0
[CLS] user_41 [SEP] movie_5 movie_112 movie_34 movie_104 [SEP] 3.0 2.0 4.0 [MASK],5.0
[CLS] user_59 [SEP] movie_56 movie_29 movie_31 movie_23 [SEP] 5.0 4.0 5.0 [MASK],5.0
[CLS] user_20 [SEP] movie_43 movie_23 movie_15 movie_43 [SEP] 3.0 5.0 5.0 [MASK],3.0
[CLS] user_36 [SEP] movie_1 movie_50 movie_32 movie_32 [SEP] 4.0 5.0 5.0 [MASK],5.0
[CLS] user_65 [SEP] movie_29 movie_61 movie_122 movie_127 [SEP] 5.0 5.0 1.0 [MASK],3.0
[CLS] user_73 [SEP] movie_14 movie_166 movie_19 movie_20 [SEP] 3.0 5.0 3.0 [MASK],3.0
[CLS] user_71 [SEP] movie_14 movie_39 movie_10 movie_22 [SEP] 4.0 5.0 3.5 [MASK],3.0
[CLS] user_5 [SEP] movie_88 movie_84 movie_15 movie_15 [SEP] 3.0 3.0 5.0 [MASK],5.0
[CLS] user_12 [SEP] movie_46 movie_111 movie_1 movie_112 [SEP] 0.5 3.5 4.0 [MASK],3.0
[CLS] user_18 [SEP] movie_35 movie_63 movie_10 movie_17 [SEP] 3.0 3.0 3.5 [MASK],4.5
[CLS] user_63 [SEP] movie_46 movie_23 movie_63 movie_23 [SEP] 4.0 5.0 3.0 [MASK],5.0
[CLS] user_4 [SEP] movie_69 movie_51 movie_75 movie_24 [SEP] 2.0 4.0 2.0 [MASK],5.0
[CLS] user_2 [SEP] movie_15 movie_23 movie_58 movie_59 [SEP] 5.0 5.0 3.0 [MASK],3.0
[CLS] user_58 [SEP] movie_35 movie_95 movie_123 movie_152 [SEP] 5.0 5.0 4.0 [MASK],5.0
[CLS] user_42 [SEP] movie_3 movie_22 movie_12 movie_15 [SEP] 4.0 4.0 3.0 [MASK],3.0
[CLS] user_12 [SEP] movie_106 movie_40 movie_1 movie_17 [SEP] 3.5 4.5 4.0 [MASK],3.5
[CLS] user_71 [SEP] movie_22 movie_17 movie_85 movie_11 [SEP] 3.0 3.0 3.5 [MASK],3.0
[CLS] user_36 [SEP] movie_29 movie_50 movie_23 movie_94 [SEP] 4.0 5.0 5.0 [MASK],4.0
[CLS] user_60 [SEP] movie_3 movie_40 movie_86 movie_11 [SEP] 4.0 3.0 4.0 [MASK],4.0
[CLS] user_31 [SEP] movie_99 movie_9 movie_15 movie_101 [SEP] 4.0 3.0 5.0 [MASK],3.0
[CLS] user_11 [SEP] movie_63 movie_46 movie_15 movie_15 [SEP] 2.5 3.5 4.0 [MASK],4.0
[CLS] user_63 [SEP] movie_63 movie_19 movie_6 movie_48 [SEP] 3.0 3.0 3.0 [MASK],4.0
[CLS] user_65 [SEP] movie_27 movie_120 movie_35 movie_3 [SEP] 4.0 3.0 4.0 [MASK],5.0
[CLS] user_6 [SEP] movie_22 movie_91 movie_6 movie_10 [SEP] 3.0 3.0 3.5 [MASK],3.5
[CLS] user_66 [SEP] movie_1 movie_37 movie_58 movie_11 [SEP] 3.0 4.0 3.0 [MASK],2.0
[CLS] user_31 [SEP] movie_30 movie_50 movie_94 movie_50 [SEP] 3.0 4.0 5.0 [MASK],4.0
[CLS] user_33 [SEP] movie_36 movie_31 movie_43 movie_31 [SEP] 5.0 5.0 5.0 [MASK],5.0
[CLS] user_61 [SEP] movie_13 movie_80 movie_85 movie_59 [SEP] 3.0 2.0 4.0 [MASK],4.0
[CLS] user_7 [SEP] movie_103 movie_87 movie_100 movie_61 [SEP] 3.0 3.0 3.0 [MASK],5.0
[CLS] user_65 [SEP] movie_27 movie_82 movie_123 movie_37 [SEP] 4.0 5.0 3.0 [MASK],4.0
[CLS] user_46 [SEP] movie_38 movie_127 movie_40 movie_15 [SEP] 3.0 2.0 4.0 [MASK],5.0
[CLS] user_65 [SEP] movie_156 movie_52 movie_105 movie_23 [SEP] 4.0 5.0 4.0 [MASK],5.0
[CLS] user_52 [SEP] movie_20 movie_114 movie_10 movie_11 [SEP] 4.0 3.0 3.0 [MASK],3.0
[CLS] user_70 [SEP] movie_87 movie_72 movie_56 movie_150 [SEP] 4.0 2.0 4.0 [MASK],1.0
[CLS] user_48 [SEP] movie_9 movie_11 movie_4 movie_30 [SEP] 2.5 2.0 2.5 [MASK],4.0
[CLS] user_8 [SEP] movie_40 movie_23 movie_20 movie_23 [SEP] 4.0 3.5 3.5 [MASK],3.5
[CLS] user_67 [SEP] movie_60 movie_95 movie_29 movie_14 [SEP] 2.5 1.0 2.5 [MASK],4.5
[CLS] user_70 [SEP] movie_116 movie_84 movie_72 movie_6 [SEP] 4.0 4.0 2.0 [MASK],4.0
[CLS] user_46 [SEP] movie_109 movie_61 movie_40 movie_61 [SEP] 2.0 3.5 4.0 [MASK],3.5
[CLS] user_10 [SEP] movie_13 movie_73 movie_58 movie_108 [SEP] 4.0 4.0 4.0 [MASK],5.0
[CLS] user_62 [SEP] movie_23 movie_31 movie_14 movie_14 [SEP] 5.0 5.0 4.0 [MASK],4.0
[CLS] user_10 [SEP] movie_105 movie_43 movie_109 movie_86 [SEP] 4.0 4.0 4.0 [MASK],4.0
[CLS] user_23 [SEP] movie_86 movie_65 movie_12 movie_33 [SEP] 4.0 5.0 4.0 [MASK],4.0
[CLS] user_45 [SEP] movie_40 movie_13 movie_23 movie_4 [SEP] 3.0 3.0 5.0 [MASK],3.0
[CLS] user_47 [SEP] movie_63 movie_23 movie_7 movie_36 [SEP] 5.0 4.0 3.5 [MASK],4.5
[CLS] user_58 [SEP] movie_127 movie_123 movie_95 movie_57 [SEP] 3.0 4.0 5.0 [MASK],2.0
[CLS] user_7 [SEP] movie_10 movie_87 movie_45 movie_7 [SEP] 3.0 3.0 4.0 [MASK],3.0
[CLS] user_30 [SEP] movie_23 movie_39 movie_60 movie_80 [SEP] 4.0 5.0 1.5 [MASK],2.0
[CLS] user_47 [SEP] movie_15 movie_57 movie_7 movie_40 [SEP] 4.0 3.5 3.5 [MASK],4.0
[CLS] user_45 [SEP] movie_29 movie_54 movie_68 movie_86 [SEP] 4.0 2.5 3.5 [MASK],3.0
[CLS] user_10 [SEP] movie_86 movie_87 movie_21 movie_50 [SEP] 4.0 4.0 5.0 [MASK],4.0
[CLS] user_68 [SEP] movie_21 movie_13 movie_50 movie_106 [SEP] 4.0 4.0 3.0 [MASK],1.0
[CLS] user_58 [SEP] movie_152 movie_48 movie_34 movie_34 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_11 [SEP] movie_15 movie_46 movie_3 movie_22 [SEP] 4.0 3.5 2.5 [MASK],3.5
[CLS] user_69 [SEP] movie_45 movie_17 movie_6 movie_14 [SEP] 5.0 5.0 3.0 [MASK],3.0
[CLS] user_48 [SEP] movie_23 movie_1 movie_32 movie_23 [SEP] 4.0 1.5 4.5 [MASK],4.0
[CLS] user_50 [SEP] movie_43 movie_58 movie_117 movie_15 [SEP] 3.0 3.0 2.0 [MASK],3.5
[CLS] user_75 [SEP] movie_40 movie_13 movie_1 movie_17 [SEP] 4.5 4.5 4.5 [MASK],5.0
[CLS] user_39 [SEP] movie_22 movie_17 movie_8 movie_8 [SEP] 3.0 4.0 3.0 [MASK],3.0
[CLS] user_2 [SEP] movie_53 movie_47 movie_22 movie_52 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_62 [SEP] movie_31 movie_79 movie_99 movie_104 [SEP] 5.0 2.5 3.0 [MASK],4.0
[CLS] user_31 [SEP] movie_20 movie_101 movie_30 movie_33 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_41 [SEP] movie_10 movie_61 movie_112 movie_61 [SEP] 5.0 5.0 2.0 [MASK],5.0
[CLS] user_13 [SEP] movie_32 movie_30 movie_4 movie_33 [SEP] 4.0 5.0 4.0 [MASK],2.0
[CLS] user_72 [SEP] movie_15 movie_50 movie_23 movie_165 [SEP] 5.0 5.0 5.0 [MASK],3.0
[CLS] user_65 [SEP] movie_59 movie_98 movie_31 movie_162 [SEP] 5.0 2.0 5.0 [MASK],4.0
[CLS] user_50 [SEP] movie_95 movie_1 movie_8 movie_66 [SEP] 1.5 2.0 2.0 [MASK],3.5
[CLS] user_45 [SEP] movie_51 movie_46 movie_125 movie_21 [SEP] 4.0 1.0 3.0 [MASK],4.0
[CLS] user_62 [SEP] movie_54 movie_48 movie_129 movie_1 [SEP] 4.5 1.0 2.0 [MASK],3.0
[CLS] user_72 [SEP] movie_23 movie_36 movie_138 movie_50 [SEP] 5.0 4.0 4.0 [MASK],5.0
[CLS] user_50 [SEP] movie_17 movie_39 movie_141 movie_23 [SEP] 3.5 3.0 2.5 [MASK],4.0
[CLS] user_50 [SEP] movie_15 movie_17 movie_94 movie_63 [SEP] 3.5 3.5 2.5 [MASK],3.0
[CLS] user_20 [SEP] movie_23 movie_50 movie_6 movie_19 [SEP] 5.0 5.0 5.0 [MASK],3.0
[CLS] user_56 [SEP] movie_75 movie_14 movie_7 movie_59 [SEP] 4.0 5.0 5.0 [MASK],4.0
[CLS] user_29 [SEP] movie_48 movie_34 movie_59 movie_59 [SEP] 4.0 4.0 2.0 [MASK],2.0
[CLS] user_65 [SEP] movie_37 movie_123 movie_65 movie_156 [SEP] 4.0 3.0 3.0 [MASK],4.0
[CLS] user_45 [SEP] movie_40 movie_36 movie_21 movie_46 [SEP] 3.0 4.0 4.0 [MASK],1.0
[CLS] user_35 [SEP] movie_50 movie_85 movie_11 movie_6 [SEP] 3.0 2.0 3.0 [MASK],4.0
[CLS] user_60 [SEP] movie_15 movie_11 movie_20 movie_3 [SEP] 4.0 4.0 4.0 [MASK],4.0
[CLS] user_59 [SEP] movie_43 movie_34 movie_4 movie_51 [SEP] 4.0 4.0 4.0 [MASK],4.0
[CLS] user_56 [SEP] movie_20 movie_7 movie_10 movie_87 [SEP] 3.0 5.0 3.0 [MASK],3.0
[CLS] user_24 [SEP] movie_47 movie_63 movie_7 movie_9 [SEP] 3.0 3.0 4.0 [MASK],5.0
[CLS] user_30 [SEP] movie_79 movie_118 movie_55 movie_31 [SEP] 2.0 2.5 2.5 [MASK],2.0
[CLS] user_54 [SEP] movie_50 movie_65 movie_29 movie_29 [SEP] 3.5 3.5 3.0 [MASK],3.0
[CLS] user_49 [SEP] movie_32 movie_6 movie_57 movie_6 [SEP] 5.0 4.0 2.0 [MASK],4.0
[CLS] user_76 [SEP] movie_23 movie_60 movie_7 movie_3 [SEP] 5.0 3.0 4.0 [MASK],4.0
[CLS] user_50 [SEP] movie_15 movie_8 movie_19 movie_58 [SEP] 3.5 2.0 2.5 [MASK],3.0
[CLS] user_2 [SEP] movie_6 movie_22 movie_44 movie_14 [SEP] 3.0 3.0 3.0 [MASK],5.0
[CLS] user_50 [SEP] movie_29 movie_67 movie_112 movie_20 [SEP] 4.0 3.0 3.0 [MASK],3.0
[CLS] user_76 [SEP] movie_117 movie_167 movie_4 movie_63 [SEP] 3.0 3.0 3.0 [MASK],4.0
[CLS] user_27 [SEP] movie_1 movie_6 movie_22 movie_1 [SEP] 4.5 4.0 4.5 [MASK],4.5
[CLS] user_39 [SEP] movie_22 movie_88 movie_73 movie_88 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_55 [SEP] movie_21 movie_17 movie_9 movie_5 [SEP] 3.0 3.5 3.0 [MASK],4.5
[CLS] user_11 [SEP] movie_3 movie_19 movie_23 movie_33 [SEP] 2.5 2.5 4.0 [MASK],3.5
[CLS] user_2 [SEP] movie_49 movie_45 movie_5 movie_1 [SEP] 3.0 4.0 3.0 [MASK],3.0
[CLS] user_68 [SEP] movie_115 movie_7 movie_107 movie_21 [SEP] 5.0 5.0 5.0 [MASK],4.0
[CLS] user_73 [SEP] movie_20 movie_50 movie_83 movie_6 [SEP] 3.0 4.0 2.0 [MASK],3.0
[CLS] user_63 [SEP] movie_63 movie_46 movie_13 movie_46 [SEP] 3.0 4.0 3.0 [MASK],4.0
[CLS] user_25 [SEP] movie_22 movie_55 movie_40 movie_1 [SEP] 2.5 5.0 2.5 [MASK],3.5
[CLS] user_56 [SEP] movie_23 movie_73 movie_57 movie_7 [SEP] 5.0 5.0 3.0 [MASK],5.0
[CLS] user_10 [SEP] movie_49 movie_13 movie_43 movie_87 [SEP] 3.0 4.0 4.0 [MASK],4.0
[CLS] user_37 [SEP] movie_4 movie_10 movie_14 movie_38 [SEP] 3.0 2.0 1.0 [MASK],2.0
[CLS] user_30 [SEP] movie_11 movie_1 movie_30 movie_23 [SEP] 2.5 5.0 3.0 [MASK],4.0
[CLS] user_65 [SEP] movie_159 movie_35 movie_63 movie_81 [SEP] 5.0 4.0 3.0 [MASK],1.0
[CLS] user_29 [SEP] movie_23 movie_117 movie_58 movie_17 [SEP] 4.0 4.0 3.0 [MASK],4.0
[CLS] user_22 [SEP] movie_19 movie_18 movie_121 movie_38 [SEP] 3.0 5.0 4.0 [MASK],3.0
[CLS] user_18 [SEP] movie_40 movie_68 movie_39 movie_32 [SEP] 1.5 3.0 3.5 [MASK],4.5
[CLS] user_56 [SEP] movie_15 movie_32 movie_22 movie_14 [SEP] 5.0 4.0 3.0 [MASK],5.0
[CLS] user_62 [SEP] movie_79 movie_155 movie_23 movie_25 [SEP] 2.5 2.5 5.0 [MASK],3.0
[CLS] user_4 [SEP] movie_51 movie_79 movie_69 movie_62 [SEP] 4.0 3.0 2.0 [MASK],4.0
[CLS] user_33 [SEP] movie_38 movie_31 movie_43 movie_18 [SEP] 1.0 5.0 5.0 [MASK],1.0
[CLS] user_65 [SEP] movie_158 movie_88 movie_10 movie_101 [SEP] 3.0 1.0 4.0 [MASK],3.0
[CLS] user_75 [SEP] movie_4 movie_46 movie_13 movie_37 [SEP] 4.5 4.0 4.5 [MASK],3.5
[CLS] user_16 [SEP] movie_38 movie_75 movie_61 movie_69 [SEP] 5.0 3.0 4.0 [MASK],4.0
[CLS] user_61 [SEP] movie_143 movie_119 movie_32 movie_119 [SEP] 4.0 2.0 4.0 [MASK],2.0
[CLS] user_36 [SEP] movie_29 movie_32 movie_23 movie_29 [SEP] 4.0 5.0 5.0 [MASK],4.0
[CLS] user_30 [SEP] movie_55 movie_130 movie_6 movie_90 [SEP] 2.5 3.0 5.0 [MASK],2.0
[CLS] user_65 [SEP] movie_119 movie_63 movie_32 movie_50 [SEP] 4.0 3.0 5.0 [MASK],4.0
[CLS] user_62 [SEP] movie_10 movie_6 movie_56 movie_2 [SEP] 0.5 4.0 5.0 [MASK],3.5
[CLS] user_6 [SEP] movie_90 movie_12 movie_93 movie_11 [SEP] 2.5 5.0 0.5 [MASK],2.5
[CLS] user_73 [SEP] movie_19 movie_166 movie_8 movie_94 [SEP] 3.0 5.0 3.0 [MASK],4.0
[CLS] user_28 [SEP] movie_34 movie_31 movie_98 movie_1 [SEP] 3.5 4.0 4.0 [MASK],3.0
[CLS] user_50 [SEP] movie_58 movie_1 movie_88 movie_141 [SEP] 3.0 2.0 2.0 [MASK],2.5
[CLS] user_3 [SEP] movie_34 movie_64 movie_55 movie_11 [SEP] 4.0 4.0 5.0 [MASK],3.5
[CLS] user_25 [SEP] movie_6 movie_1 movie_56 movie_30 [SEP] 4.5 3.5 1.5 [MASK],5.0
[CLS] user_7 [SEP] movie_20 movie_46 movie_104 movie_13 [SEP] 3.0 3.0 4.0 [MASK],4.0
[CLS] user_39 [SEP] movie_73 movie_8 movie_60 movie_1 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_53 [SEP] movie_85 movie_3 movie_90 movie_4 [SEP] 4.0 5.0 3.0 [MASK],5.0
[CLS] user_32 [SEP] movie_33 movie_24 movie_15 movie_33 [SEP] 2.0 3.0 3.0 [MASK],2.0
[CLS] user_69 [SEP] movie_23 movie_45 movie_22 movie_63 [SEP] 4.0 5.0 3.0 [MASK],5.0
[CLS] user_52 [SEP] movie_1 movie_118 movie_11 movie_118 [SEP] 4.0 4.0 3.0 [MASK],4.0
[CLS] user_2 [SEP] movie_15 movie_45 movie_6 movie_32 [SEP] 5.0 4.0 3.0 [MASK],5.0
[CLS] user_15 [SEP] movie_74 movie_33 movie_15 movie_3 [SEP] 3.5 3.5 3.5 [MASK],3.5
[CLS] user_35 [SEP] movie_85 movie_20 movie_13 movie_117 [SEP] 2.0 3.0 5.0 [MASK],3.0
[CLS] user_23 [SEP] movie_86 movie_3 movie_22 movie_12 [SEP] 4.0 4.0 5.0 [MASK],4.0
[CLS] user_69 [SEP] movie_20 movie_22 movie_21 movie_22 [SEP] 3.0 3.0 4.0 [MASK],3.0
[CLS] user_50 [SEP] movie_66 movie_58 movie_39 movie_112 [SEP] 3.5 3.0 3.0 [MASK],3.0
[CLS] user_38 [SEP] movie_24 movie_76 movie_1 movie_76 [SEP] 2.0 3.0 5.0 [MASK],3.0
[CLS] user_19 [SEP] movie_48 movie_11 movie_42 movie_48 [SEP] 2.0 3.0 2.5 [MASK],2.0
